Player,Club,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR
Sebastiano Luperto,Napoli,ITA,DF,21,12,6,728,8.1,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,7,20,3
Adam Ounas,Napoli,ALG,"MF,FW",21,18,6,538,6.0,3,0,3,3,0,0,0,0,1.4,1.4,1.9,3.3,45,30,77
Amin Younes,Napoli,GER,"MF,FW",24,12,6,498,5.5,3,2,5,3,0,0,1,0,1.7,1.7,0.9,2.6,19,37,66
Marko Rog,Napoli,CRO,MF,23,9,4,333,3.7,1,0,1,1,0,0,3,0,0.2,0.2,0.0,0.2,2,11,4
Vlad Chiricheș,Napoli,ROU,DF,28,3,3,147,1.6,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,9,0
Gianluca Gaetano,Napoli,ITA,"MF,FW",18,2,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,1,0,3
Remo Freuler,Atalanta,SUI,MF,26,35,35,3022,33.6,2,6,8,2,0,0,4,0,3.2,3.2,3.9,7.2,100,276,77
Marten de Roon,Atalanta,NED,MF,27,35,34,2975,33.1,2,3,5,1,1,1,8,0,1.8,1.0,2.0,3.0,33,254,40
Papu Gómez,Atalanta,ARG,"MF,FW",30,35,34,2899,32.2,7,11,18,7,0,0,5,0,8.4,8.4,12.8,21.3,239,238,264
Hans Hateboer,Atalanta,NED,DF,24,35,33,2973,33.0,5,5,10,5,0,0,5,0,5.2,5.2,5.0,10.1,100,136,243
Duván Zapata,Atalanta,COL,FW,27,37,32,2896,32.2,23,7,30,22,1,2,5,0,18.9,17.3,9.5,26.8,108,68,374
José Luis Palomino,Atalanta,ARG,DF,28,30,25,2261,25.1,1,1,2,1,0,0,6,1,1.9,1.9,0.5,2.4,5,63,4
Gianluca Mancini,Atalanta,ITA,DF,22,30,25,2246,25.0,5,2,7,5,0,0,5,0,5.3,5.3,1.4,6.7,26,90,20
Josip Iličić,Atalanta,SVN,"FW,MF",30,31,23,2145,23.8,12,7,19,12,0,1,5,1,10.6,9.9,7.5,17.4,155,181,286
Robin Gosens,Atalanta,GER,"DF,MF",24,28,23,1942,21.6,3,2,5,3,0,0,2,0,2.1,2.1,2.7,4.9,96,133,153
Andrea Masiello,Atalanta,ITA,DF,32,24,22,1836,20.4,0,2,2,0,0,0,5,0,1.4,1.4,0.6,2.0,17,107,17
Timothy Castagne,Atalanta,BEL,DF,22,28,21,2006,22.3,4,3,7,4,0,0,3,0,2.8,2.8,2.6,5.4,61,82,159
Berat Djimsiti,Atalanta,ALB,DF,25,24,20,1807,20.1,1,2,3,1,0,0,3,0,1.0,1.0,2.0,3.0,5,37,2
Pierluigi Gollini,Atalanta,ITA,GK,23,20,20,1799,20.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0
Rafael Tolói,Atalanta,ITA,DF,27,21,20,1746,19.4,1,3,4,1,0,0,1,1,1.8,1.8,2.3,4.1,40,94,25
Etrit Berisha,Atalanta,ALB,GK,29,18,18,1620,18.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0
Mario Pašalić,Atalanta,CRO,MF,23,33,17,1618,18.0,5,3,8,5,0,0,1,0,4.2,4.2,1.8,6.0,34,82,62
Musa Barrow,Atalanta,GAM,FW,19,22,6,601,6.7,1,2,3,1,0,0,0,0,2.9,2.9,1.4,4.4,33,25,79
Emiliano Rigoni,Atalanta,ARG,"FW,MF",25,12,6,522,5.8,3,0,3,3,0,0,1,0,2.0,2.0,0.4,2.3,28,29,80
Ali Adnan Kadhim,Atalanta,IRQ,DF,24,3,2,166,1.8,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.4,7,8,11
Matteo Pessina,Atalanta,ITA,"MF,FW",21,12,1,235,2.6,0,1,1,0,0,0,0,0,0.1,0.1,0.1,0.2,6,26,9
Luca Valzania,Atalanta,ITA,MF,22,2,1,73,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,0
Dejan Kulusevski,Atalanta,SWE,MF,18,3,0,105,1.2,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,9,7,11
Arkadiusz Reca,Atalanta,POL,DF,23,3,0,49,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.3,0.3,1,1,5
Roberto Piccoli,Atalanta,ITA,"FW,MF",17,2,0,48,0.5,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,0,5
Marco Tumminello,Atalanta,ITA,"FW,DF",19,2,0,9,0.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,3
Roger Ibanez,Atalanta,BRA,"DF,FW",19,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0
Francesco Rossi,Atalanta,ITA,GK,27,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
Samir Handanović,Internazionale,SVN,GK,34,38,38,3420,38.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
Milan Škriniar,Internazionale,SVK,DF,23,35,35,3150,35.0,0,1,1,0,0,0,4,0,1.5,1.5,0.4,1.9,26,143,5
Marcelo Brozović,Internazionale,CRO,MF,25,32,31,2650,29.4,2,1,3,2,0,0,11,1,1.0,1.0,3.4,4.4,43,287,29
Matteo Politano,Internazionale,ITA,FW,24,36,31,2549,28.3,5,6,11,5,0,0,4,1,4.6,4.6,5.6,10.2,141,150,303
Ivan Perišić,Internazionale,CRO,FW,29,34,30,2701,30.0,8,3,11,6,2,2,5,0,9.8,8.2,6.8,15.0,159,90,338
Kwadwo Asamoah,Internazionale,GHA,DF,29,32,30,2671,29.7,0,1,1,0,0,0,6,0,0.2,0.2,1.8,2.1,90,189,153
Danilo D'Ambrosio,Internazionale,ITA,DF,29,30,29,2579,28.7,2,5,7,2,0,0,6,0,2.6,2.6,5.0,7.6,57,154,148
Stefan de Vrij,Internazionale,NED,DF,26,28,28,2520,28.0,2,0,2,2,0,0,2,0,1.6,1.6,1.1,2.7,15,93,4
Mauro Icardi,Internazionale,ARG,FW,25,29,24,2267,25.2,11,4,15,6,5,6,0,0,15.2,10.5,3.3,13.8,19,40,137
Matías Vecino,Internazionale,URU,MF,26,30,23,2015,22.4,3,1,4,3,0,0,8,0,6.1,6.1,1.3,7.3,55,125,102
Radja Nainggolan,Internazionale,BEL,MF,30,29,22,1967,21.9,6,3,9,6,0,0,3,0,3.8,3.8,3.4,7.2,51,135,145
Miranda,Internazionale,BRA,DF,33,14,14,1158,12.9,0,0,0,0,0,0,3,0,0.3,0.3,0.1,0.4,5,48,5
Lautaro Martínez,Internazionale,ARG,"FW,MF",20,27,13,1344,14.9,6,2,8,5,1,1,4,0,7.7,6.9,3.0,9.9,26,31,92
Roberto Gagliardini,Internazionale,ITA,MF,24,19,13,1087,12.1,5,0,5,5,0,0,4,0,2.9,2.9,0.9,3.8,32,95,42
Borja Valero,Internazionale,ESP,MF,33,27,12,1231,13.7,0,1,1,0,0,0,4,0,0.5,0.5,1.6,2.2,33,132,31
João Mário,Internazionale,POR,"MF,FW",25,20,12,1082,12.0,1,2,3,1,0,0,2,0,1.0,1.0,2.0,3.0,59,77,90
Dalbert Henrique,Internazionale,BRA,DF,24,11,9,778,8.6,0,1,1,0,0,0,2,0,0.2,0.2,1.1,1.3,23,30,43
Keita Baldé,Internazionale,SEN,FW,23,24,8,889,9.9,5,2,7,5,0,0,2,1,3.9,3.9,2.2,6.1,57,27,98
Šime Vrsaljko,Internazionale,CRO,DF,26,10,8,727,8.1,0,2,2,0,0,0,2,0,0.0,0.0,1.3,1.4,20,38,48
Antonio Candreva,Internazionale,ITA,"FW,MF",31,18,5,502,5.6,1,0,1,1,0,0,0,0,2.0,2.0,1.1,3.1,41,17,75
Cédric Soares,Internazionale,POR,DF,26,4,3,259,2.9,0,1,1,0,0,0,0,0,0.1,0.1,0.5,0.6,2,14,15
Andrea Ranocchia,Internazionale,ITA,"DF,FW",30,4,0,62,0.7,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,0,1,1
Yann Karamoh,Internazionale,FRA,"FW,MF",20,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,3
Gianluigi Donnarumma,Milan,ITA,GK,19,36,36,3090,34.3,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0,0,0
Ricardo Rodríguez,Milan,SUI,DF,25,35,35,3047,33.9,0,3,3,0,0,0,5,0,0.6,0.6,1.4,2.0,86,177,81
Suso,Milan,ESP,"FW,MF",24,35,35,3018,33.5,7,10,17,7,0,0,9,1,4.2,4.2,9.9,14.2,138,215,368
Franck Kessié,Milan,CIV,MF,21,34,34,3018,33.5,7,2,9,4,3,3,8,0,7.5,5.2,2.3,7.4,72,191,159
Hakan Çalhanoğlu,Milan,TUR,"MF,FW",24,36,34,2884,32.0,3,6,9,3,0,0,3,0,5.2,5.2,6.2,11.4,126,210,196
Alessio Romagnoli,Milan,ITA,DF,23,32,32,2847,31.6,2,0,2,2,0,0,6,1,0.9,0.9,0.2,1.1,11,86,3
Mateo Musacchio,Milan,ARG,DF,27,29,29,2610,29.0,1,0,1,1,0,0,2,0,2.0,2.0,0.4,2.4,11,116,4
Tiemoué Bakayoko,Milan,FRA,MF,23,31,26,2301,25.6,1,1,2,1,0,0,6,1,1.7,1.7,1.6,3.2,49,156,45
Davide Calabria,Milan,ITA,DF,21,26,22,1950,21.7,1,2,3,1,0,0,5,0,0.4,0.4,2.0,2.4,58,123,124
Krzysztof Piątek,Milan,POL,FW,23,18,16,1373,15.3,9,0,9,9,0,0,0,0,6.9,6.9,1.2,8.2,12,16,107
Ignazio Abate,Milan,ITA,DF,31,19,15,1302,14.5,0,0,0,0,0,0,4,0,0.1,0.1,0.4,0.4,27,88,43
Gonzalo Higuaín,Milan,ARG,FW,30,15,15,1277,14.2,6,1,7,6,0,1,3,1,6.6,5.8,1.7,7.5,25,34,81
Lucas Biglia,Milan,ARG,MF,32,16,13,1114,12.4,1,0,1,1,0,0,3,0,0.2,0.2,0.4,0.7,11,67,4
Patrick Cutrone,Milan,ITA,FW,20,34,12,1457,16.2,3,2,5,3,0,0,2,0,3.0,3.0,1.6,4.5,26,13,142
Cristián Zapata,Milan,COL,DF,31,13,12,1026,11.4,0,0,0,0,0,0,4,0,0.2,0.2,0.3,0.6,6,39,0
Lucas Paquetá,Milan,BRA,MF,20,13,12,842,9.4,1,1,2,1,0,0,5,1,1.3,1.3,0.8,2.1,21,48,49
Fabio Borini,Milan,ITA,"FW,DF",27,20,10,1054,11.7,2,2,4,2,0,0,3,0,2.5,2.5,1.2,3.6,13,26,96
Samu Castillejo,Milan,ESP,"FW,MF",23,31,8,1023,11.4,4,2,6,4,0,0,3,0,1.7,1.7,1.8,3.5,56,42,124
Giacomo Bonaventura,Milan,ITA,MF,28,8,8,646,7.2,3,1,4,3,0,0,0,0,2.9,2.9,0.8,3.6,32,40,26
Diego Laxalt,Milan,URU,"DF,MF",25,20,6,651,7.2,0,0,0,0,0,0,2,0,1.2,1.2,0.7,1.8,21,27,51
Andrea Conti,Milan,ITA,DF,24,12,4,500,5.6,0,2,2,0,0,0,3,0,0.0,0.0,1.1,1.1,19,34,38
Pepe Reina,Milan,ESP,GK,35,4,2,330,3.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
José Mauri,Milan,ITA,MF,22,5,2,208,2.3,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,1,11,2
Aleksandar Kolarov,Roma,SRB,DF,32,33,32,2906,32.3,8,2,10,5,3,3,7,1,5.0,2.6,6.6,9.2,105,165,177
Federico Fazio,Roma,ARG,DF,31,34,31,2806,31.2,5,0,5,5,0,0,6,0,2.5,2.5,0.3,2.8,19,100,5
Steven Nzonzi,Roma,FRA,MF,29,30,29,2617,29.1,1,2,3,1,0,0,7,0,1.7,1.7,2.1,3.9,21,180,21
Edin Džeko,Roma,BIH,FW,32,33,28,2579,28.7,9,6,15,9,0,0,9,0,14.5,14.5,4.2,18.6,64,94,246
Robin Olsen,Roma,SWE,GK,28,27,27,2430,27.0,0,0,0,0,0,0,2,0,0.0,0.0,0.1,0.1,0,0,0
Kostas Manolas,Roma,GRE,DF,27,27,27,2324,25.8,1,1,2,1,0,0,6,0,1.8,1.8,0.4,2.2,8,55,2
Bryan Cristante,Roma,ITA,MF,23,35,26,2425,26.9,4,3,7,4,0,0,10,0,3.8,3.8,2.4,6.2,39,182,47
Alessandro Florenzi,Roma,ITA,"DF,FW",27,29,24,2180,24.2,3,2,5,3,0,0,5,1,2.2,2.2,4.4,6.6,66,154,101
Stephan El Shaarawy,Roma,ITA,"FW,MF",25,28,23,2104,23.4,11,3,14,11,0,0,2,0,7.6,7.6,5.0,12.6,104,96,185
Lorenzo Pellegrini,Roma,ITA,MF,22,25,21,1821,20.2,2,3,5,2,0,0,6,0,4.2,4.2,4.6,8.8,41,93,127
Nicolò Zaniolo,Roma,ITA,"MF,FW",19,27,20,1766,19.6,4,2,6,4,0,0,8,0,4.4,4.4,1.7,6.2,48,50,130
Cengiz Ünder,Roma,TUR,FW,21,26,17,1375,15.3,3,7,10,3,0,0,1,0,2.4,2.4,3.9,6.4,53,45,164
Juan Jesus,Roma,BRA,DF,27,20,15,1403,15.6,1,0,1,1,0,0,4,0,0.7,0.7,0.0,0.7,3,44,1
Patrik Schick,Roma,CZE,"FW,MF",22,24,15,1314,14.6,3,0,3,3,0,0,4,0,5.4,5.4,1.5,6.9,13,21,90
Daniele De Rossi,Roma,ITA,MF,35,18,15,1270,14.1,1,1,2,1,0,0,3,0,1.5,1.5,1.3,2.8,16,115,9
Justin Kluivert,Roma,NED,FW,19,29,14,1341,14.9,1,6,7,1,0,0,2,0,1.3,1.3,3.0,4.3,68,35,168
Davide Santon,Roma,ITA,DF,27,17,11,1009,11.2,0,1,1,0,0,0,0,0,0.1,0.1,0.7,0.8,51,61,45
Antonio Mirante,Roma,ITA,GK,35,11,11,990,11.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
Iván Marcano,Roma,ESP,DF,31,10,9,810,9.0,0,0,0,0,0,0,0,0,0.2,0.2,0.5,0.7,6,34,6
Javier Pastore,Roma,ARG,"MF,FW",29,14,7,597,6.6,3,0,3,3,0,0,0,0,2.7,2.7,0.9,3.6,35,62,44
Rick Karsdorp,Roma,NED,DF,23,11,7,593,6.6,0,1,1,0,0,0,1,0,0.0,0.0,0.3,0.3,20,44,28
Diego Perotti,Roma,ARG,"FW,MF",30,13,6,668,7.4,5,0,5,2,3,3,3,0,3.6,1.2,2.4,3.6,52,30,56
Luca Pellegrini,Roma,ITA,DF,19,4,2,161,1.8,0,1,1,0,0,0,2,0,0.0,0.0,0.4,0.4,5,12,9
Kevin Strootman,Roma,NED,MF,28,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,4,2
Ante Ćorić,Roma,CRO,MF,21,2,0,24,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,2,1
Žan Celar,Roma,SVN,FW,19,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
Andrea Belotti,Torino,ITA,FW,24,37,37,3299,36.7,15,3,18,10,5,6,5,0,17.3,12.6,4.3,16.9,82,68,267
Armando Izzo,Torino,ITA,DF,26,37,37,3271,36.3,4,1,5,4,0,0,6,0,2.9,2.9,1.1,4.0,55,165,26
Nicolas Nkoulou,Torino,CMR,DF,28,36,36,3214,35.7,2,0,2,2,0,0,7,1,1.0,1.0,0.1,1.1,1,42,2
Salvatore Sirigu,Torino,ITA,GK,31,36,36,3169,35.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0
Tomás Rincón,Torino,VEN,MF,30,34,32,2799,31.1,3,1,4,3,0,0,15,0,1.2,1.2,1.3,2.5,55,144,41
Soualiho Meïté,Torino,FRA,MF,24,35,30,2659,29.5,2,4,6,2,0,0,7,1,1.2,1.2,2.3,3.5,57,152,64
Lorenzo De Silvestri,Torino,ITA,DF,30,32,30,2415,26.8,2,4,6,2,0,0,3,0,2.8,2.8,2.7,5.6,59,102,139
Daniele Baselli,Torino,ITA,MF,26,34,27,2379,26.4,4,1,5,4,0,0,5,0,2.4,2.4,4.2,6.6,50,143,73
Cristian Ansaldi,Torino,ARG,"DF,MF",31,24,23,1807,20.1,3,2,5,3,0,0,3,0,1.4,1.4,2.9,4.3,96,93,108
Ola Aina,Torino,NGA,DF,21,30,22,2160,24.0,1,3,4,1,0,0,5,1,1.4,1.4,2.5,4.0,62,97,96
Emiliano Moretti,Torino,ITA,DF,37,24,22,2010,22.3,0,0,0,0,0,0,5,0,0.0,0.0,0.1,0.1,16,118,3
Iago Falque,Torino,ESP,"FW,MF",28,26,19,1612,17.9,6,4,10,6,0,0,1,0,5.3,5.3,3.4,8.8,76,88,168
Koffi Djidji,Torino,CIV,DF,25,17,16,1387,15.4,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,8,44,1
Álex Berenguer,Torino,ESP,"MF,DF",23,31,15,1486,16.5,2,3,5,2,0,0,4,0,1.0,1.0,3.7,4.7,63,45,166
Simone Zaza,Torino,ITA,"FW,MF",27,29,11,1437,16.0,4,3,7,4,0,0,8,1,6.6,6.6,1.0,7.6,17,16,108
Saša Lukić,Torino,SRB,MF,21,24,11,989,11.0,2,0,2,2,0,0,7,0,1.5,1.5,0.7,2.3,27,46,32
Roberto Soriano,Torino,ITA,MF,27,11,6,468,5.2,0,2,2,0,0,0,1,0,0.2,0.2,0.4,0.6,14,22,47
Vittorio Parigini,Torino,ITA,"MF,DF",22,17,2,377,4.2,0,0,0,0,0,0,2,0,0.7,0.7,1.1,1.8,25,7,37
Salvador Ichazo,Torino,URU,GK,26,3,2,251,2.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
Gleison Bremer,Torino,BRA,DF,21,5,2,183,2.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.1,1,9,0
Lyanco,Torino,BRA,DF,21,2,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,2,0
Simone Edera,Torino,ITA,MF,21,3,1,77,0.9,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,3,1,4
Adem Ljajić,Torino,SRB,MF,26,1,0,30,0.3,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,2,2,5
Vitalie Damașcan,Torino,MDA,MF,19,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
Vincenzo Millico,Torino,ITA,MF,17,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
Francesco Acerbi,Lazio,ITA,DF,30,37,37,3309,36.8,3,1,4,3,0,0,4,1,3.4,3.4,1.0,4.3,39,135,17
Thomas Strakosha,Lazio,ALB,GK,23,35,35,3150,35.0,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0,1,0
Senad Lulić,Lazio,BIH,"DF,FW",32,35,34,2923,32.5,4,1,5,4,0,0,5,0,2.3,2.3,4.7,6.9,131,154,241
Ciro Immobile,Lazio,ITA,FW,28,36,31,2859,31.8,15,6,21,11,4,4,6,0,15.9,12.7,6.0,18.7,103,74,335
Sergej Milinković-Savić,Lazio,SRB,MF,23,31,29,2396,26.6,5,3,8,5,0,0,7,1,6.4,6.4,4.5,11.0,59,188,161
Marco Parolo,Lazio,ITA,MF,33,34,28,2563,28.5,4,3,7,4,0,0,7,0,5.5,5.5,3.8,9.3,29,99,115
Ștefan Radu,Lazio,ROU,DF,31,28,28,2243,24.9,0,1,1,0,0,0,5,0,0.6,0.6,1.3,1.8,44,134,29
Luis Alberto,Lazio,ESP,"MF,FW",25,27,25,1990,22.1,4,5,9,3,1,1,5,1,4.2,3.4,5.9,9.4,100,200,132
Adam Marušić,Lazio,MNE,DF,25,26,24,2111,23.5,1,1,2,1,0,0,2,1,1.0,1.0,1.3,2.3,67,59,141
Lucas Leiva,Lazio,BRA,MF,31,27,22,1987,22.1,0,2,2,0,0,0,7,0,0.6,0.6,2.0,2.6,18,170,15
Joaquín Correa,Lazio,ARG,"FW,MF",23,34,18,1927,21.4,5,6,11,5,0,0,5,0,8.0,8.0,6.6,14.6,128,99,198
Felipe Caicedo,Lazio,ECU,FW,29,28,17,1371,15.2,8,2,10,7,1,1,4,0,8.2,7.4,1.2,8.6,21,35,93
Luiz Felipe,Lazio,ITA,DF,21,17,15,1289,14.3,1,1,2,1,0,0,4,0,0.6,0.6,0.4,1.0,12,43,7
Wallace,Lazio,BRA,DF,23,16,14,1233,13.7,0,0,0,0,0,0,3,0,0.9,0.9,0.4,1.3,7,55,3
Milan Badelj,Lazio,CRO,MF,29,23,14,1141,12.7,1,0,1,1,0,0,6,0,0.8,0.8,0.5,1.2,19,101,12
Patric,Lazio,ESP,DF,25,15,12,1085,12.1,0,0,0,0,0,0,1,0,1.2,1.2,1.2,2.4,25,58,67
Bastos,Lazio,ANG,DF,27,18,11,1139,12.7,1,0,1,1,0,0,3,0,0.7,0.7,0.0,0.7,24,38,8
Rômulo,Lazio,ITA,DF,31,10,9,776,8.6,0,1,1,0,0,0,1,0,0.4,0.4,1.5,1.9,36,12,57
Danilo Cataldi,Lazio,ITA,"MF,FW",23,12,4,578,6.4,2,1,3,2,0,0,2,0,0.6,0.6,1.5,2.1,13,34,15
Martín Cáceres,Lazio,URU,DF,31,4,3,307,3.4,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,17,10
Riza Durmisi,Lazio,DEN,DF,24,10,2,326,3.6,0,1,1,0,0,0,4,0,0.1,0.1,0.8,1.0,16,12,25
Silvio Proto,Lazio,BEL,GK,35,2,2,180,2.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0
Valon Berisha,Lazio,KVX,"MF,FW",25,8,1,198,2.2,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,6,8,9
Jordan Lukaku,Lazio,BEL,"DF,MF",24,7,1,175,1.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,10,5,15
Guido Guerrieri,Lazio,ITA,GK,22,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0
Bruno Jordão,Lazio,POR,"MF,DF",19,3,1,88,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3,1,8
Pedro Neto,Lazio,POR,"FW,DF",18,4,0,46,0.5,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,1,1,8
Nicolò Armini,Lazio,ITA,DF,17,1,0,38,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0
Luan Capanni,Lazio,BRA,FW,18,1,0,9,0.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,1
Alessandro Murgia,Lazio,ITA,MF,21,1,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
Fabio Quagliarella,Sampdoria,ITA,FW,35,37,37,3199,35.5,26,8,34,17,9,10,1,0,21.9,14.7,4.5,19.2,24,66,298
Emil Audero,Sampdoria,ITA,GK,21,36,36,3240,36.0,0,0,0,0,0,0,4,0,0.0,0.0,0.1,0.1,0,0,0
Nicola Murru,Sampdoria,ITA,DF,23,35,34,2934,32.6,0,5,5,0,0,0,9,0,0.4,0.4,3.5,4.0,66,203,113
Dennis Praet,Sampdoria,BEL,MF,24,34,33,2890,32.1,2,3,5,2,0,0,6,0,2.3,2.3,5.0,7.4,70,183,189
Joachim Andersen,Sampdoria,DEN,DF,22,32,32,2880,32.0,0,1,1,0,0,0,7,0,1.0,1.0,0.7,1.7,25,154,3
Albin Ekdal,Sampdoria,SWE,MF,29,32,30,2646,29.4,0,0,0,0,0,0,6,0,0.9,0.9,1.0,1.9,39,129,25
Karol Linetty,Sampdoria,POL,MF,23,32,30,2507,27.9,3,3,6,3,0,0,11,0,2.1,2.1,2.8,4.9,76,118,113
Grégoire Defrel,Sampdoria,MTQ,"FW,MF",27,36,26,2339,26.0,11,3,14,11,0,0,2,0,8.1,8.1,2.6,10.7,44,51,246
Bartosz Bereszyński,Sampdoria,POL,DF,26,27,24,2200,24.4,0,2,2,0,0,0,6,1,0.3,0.3,0.7,1.0,51,150,97
Omar Colley,Sampdoria,GAM,DF,25,21,21,1762,19.6,0,0,0,0,0,0,1,1,0.6,0.6,0.2,0.8,4,41,3
Gastón Ramírez,Sampdoria,URU,MF,27,27,19,1578,17.5,4,4,8,4,0,0,7,1,1.8,1.8,3.7,5.5,24,70,96
Lorenzo Tonelli,Sampdoria,ITA,DF,28,19,17,1655,18.4,1,0,1,1,0,0,6,0,0.9,0.9,0.0,0.9,7,91,1
Jacopo Sala,Sampdoria,ITA,DF,26,21,16,1518,16.9,0,1,1,0,0,0,5,0,0.3,0.3,1.6,1.9,54,123,66
Gianluca Caprari,Sampdoria,ITA,"FW,MF",25,21,12,1031,11.5,6,2,8,6,0,0,1,0,2.2,2.2,1.4,3.6,37,37,110
Riccardo Saponara,Sampdoria,ITA,MF,26,22,11,905,10.1,2,4,6,2,0,0,2,0,1.5,1.5,2.0,3.5,36,64,82
Édgar Barreto,Sampdoria,PAR,MF,34,12,9,785,8.7,0,2,2,0,0,0,2,0,1.0,1.0,1.6,2.5,4,55,36
Manolo Gabbiadini,Sampdoria,ITA,FW,26,18,8,812,9.0,4,2,6,4,0,0,5,0,2.0,2.0,1.2,3.2,17,23,70
Jakub Jankto,Sampdoria,CZE,MF,22,25,7,963,10.7,0,0,0,0,0,0,2,0,1.7,1.7,0.8,2.5,32,52,80
Ronaldo Vieira,Sampdoria,ENG,MF,20,14,6,599,6.7,0,0,0,0,0,0,3,0,0.5,0.5,0.1,0.6,4,33,2
Alex Ferrari,Sampdoria,ITA,DF,24,6,6,540,6.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,13,3
Júnior Tavares,Sampdoria,BRA,DF,21,3,2,184,2.0,0,0,0,0,0,0,1,0,0.0,0.0,0.3,0.3,9,22,9
Rafael Cabral,Sampdoria,BRA,GK,28,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
Dawid Kownacki,Sampdoria,POL,FW,21,13,0,168,1.9,1,1,2,0,1,2,0,0,1.9,0.3,0.6,0.9,5,4,28
Marco Sau,Sampdoria,ITA,"MF,FW",30,5,0,55,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,3,9
Łukasz Skorupski,Bologna,POL,GK,27,38,38,3420,38.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0
Danilo Larangeira,Bologna,BRA,DF,34,35,35,3077,34.2,1,0,1,1,0,0,4,0,0.8,0.8,0.8,1.6,18,104,6
Erick Pulgar,Bologna,CHI,MF,24,28,27,2357,26.2,6,2,8,1,5,5,6,1,5.0,1.1,3.8,4.9,16,151,19
Rodrigo Palacio,Bologna,ARG,FW,36,28,26,2329,25.9,3,6,9,3,0,0,6,0,5.3,5.3,4.2,9.5,113,71,265
Federico Santander,Bologna,PAR,FW,27,32,23,2065,22.9,8,3,11,8,0,0,5,0,8.6,8.6,3.0,11.6,16,36,137
Mitchell Dijks,Bologna,NED,DF,25,25,23,2023,22.5,1,0,1,1,0,0,5,1,0.4,0.4,1.0,1.4,96,98,90
Andrea Poli,Bologna,ITA,MF,28,30,23,1932,21.5,4,1,5,4,0,0,5,0,3.6,3.6,0.9,4.4,28,86,37
