Player,Nation,Age,Club,90 minutes played,Minutes played,Position,Passes completed,Passes attempted,Completed passes %,Total pass distance,Progressive pass distance,Short passes completed,Short passes attempted,Short passes completed %,Medium passes completed,Medium passes attempted,Medium passes completed %,Long passes completed,Long passes attempted,Long passes completed %,Assists,Expected Assisted Goals,Expected Assists,A minus xAG,Key Passes,Passes into final third,Passes into penalty area,Crosses into penalty area,Progressive passes,Shot creating actions,Shot creating actions per 90,Shot creating actions by live-ball passes,Shot creating actions by dead-ball passes,Successful Take-Ons that led to a shot,Shots that led to another shot attempt,Fouls drawn that led to a shot attempt,Defensive actions that led to a shot attempt,Goal creating actions,Goal creating actions per 90,Goal creating actions by live-ball passes,Goal creating actions by dead-ball passes,Successful Take-Ons that led to a goal,Shots that led to another goal-scoring shot,Fouls drawn that led to a goal,Defensive actions that led to a goal,Goals,Shots on target,Shots on target %,Shots per 90,Shots on target per 90,Goals per shot,Goals per shot on target,Average shooting distance,Shots from free kicks,Penalty kicks made,Penalty kicks attempted,Expected Goals,Non-penalty expected goals,Non-penalty expected goals/Shot,Goals minus expected Goals,Non-penalty goals minus non-penalty expected Goals,Tackles,Tackles won,Tackles in defensive 1/3,Tackles in middle 1/3,Tackles in attacking 1/3,Dribblers tackled,% of dribblers tackled,Challenges lost,Balls blocked,Passes blocked,Interceptions,Number of tackles and interceptions,Clearances,Errors,Tackles won %,Touches,Touches in defensive penalty area,Touches in defensive 1/3,Touches in middle 1/3,Touches in attacking 1/3,Touches in attacking penalty area,Live-ball touches,Take ons attempted,Successful take ons,Successful take ons %,Times tackled during take on,Times tackled during take on %,Times ball carried with feet,Total moved ball distance,Progressive moved ball distance,Progressive Carries,Carries into final 1/3,Carries into penalty area,Miscontrols,Dispossessed,Passes received,Progressive Passes Received,Yellow cards,Red cards,Second yellow card,Fouls committed,Offsides,Crosses,Penalty kicks won,Penalty kicks conceded,Own goals,Recoveries,Aerial duels won,Aerial duels won %
Emanuel Vignato,ITA,17,Chievo,7.3,655,MF,250.0,311.0,80.4,3495.0,934.0,148.0,162.0,91.4,69.0,89.0,77.5,15.0,29.0,51.7,1.0,0.5,0.7,0.5,11.0,15.0,10.0,3.0,24.0,26.0,3.57,17.0,5.0,3.0,1.0,0.0,0.0,1.0,0.14,1.0,0.0,0.0,0.0,0.0,0.0,1,4.0,44.4,1.24,0.55,0.11,0.25,18.2,0.0,0,0,0.5,0.5,0.05,0.5,0.5,8.0,4.0,4.0,3.0,1.0,0.0,0.0,6.0,4.0,4.0,10.0,18.0,0.0,0.0,0.5,358.0,2.0,43.0,175.0,145.0,8.0,358.0,15.0,11.0,73.3,4.0,26.7,219.0,1296.0,558.0,12.0,16.0,1.0,7.0,14.0,248.0,32.0,0.0,0.0,0.0,2.0,0.0,24.0,0.0,0.0,0.0,36.0,3.0,30.0
Filip Đorđević,SRB,30,Chievo,7.0,634,FW,114.0,184.0,62.0,1464.0,237.0,65.0,87.0,74.7,30.0,53.0,56.6,5.0,14.0,35.7,1.0,0.6,0.5,0.4,5.0,7.0,2.0,1.0,7.0,13.0,1.85,7.0,0.0,2.0,3.0,0.0,1.0,1.0,0.14,1.0,0.0,0.0,0.0,0.0,0.0,1,8.0,57.1,1.99,1.14,0.07,0.13,14.3,0.0,0,0,3.0,3.0,0.25,-2.0,-2.0,11.0,6.0,3.0,6.0,2.0,3.0,25.0,9.0,7.0,6.0,2.0,13.0,8.0,1.0,0.5454545454545454,264.0,7.0,37.0,133.0,99.0,19.0,264.0,6.0,2.0,33.3,4.0,66.7,133.0,505.0,203.0,6.0,4.0,1.0,21.0,5.0,181.0,41.0,1.0,0.0,0.0,13.0,6.0,4.0,0.0,1.0,0.0,32.0,26.0,36.1
Adrian Šemper,CRO,20,Chievo,6.0,540,GK,116.0,197.0,58.9,4153.0,3219.0,9.0,9.0,100.0,45.0,45.0,100.0,62.0,141.0,44.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,3.0,0.0,,218.0,202.0,217.0,1.0,0.0,0.0,218.0,0.0,0.0,,0.0,,98.0,748.0,516.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,100.0
Manuel Pucciarelli,ITA,27,Chievo,3.4,302,FW,71.0,94.0,75.5,781.0,67.0,44.0,54.0,81.5,16.0,21.0,76.2,1.0,5.0,20.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,2.0,3.0,0.89,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.3,0.0,0.0,,27.4,0.0,0,0,0.0,0.0,0.03,0.0,0.0,4.0,2.0,2.0,1.0,1.0,2.0,40.0,3.0,5.0,5.0,3.0,7.0,4.0,0.0,0.5,128.0,1.0,14.0,72.0,45.0,1.0,128.0,4.0,3.0,75.0,1.0,25.0,87.0,433.0,158.0,4.0,0.0,0.0,7.0,9.0,88.0,9.0,1.0,0.0,0.0,7.0,1.0,2.0,0.0,0.0,0.0,14.0,1.0,9.1
Marquinhos,BRA,24,Paris Saint Germain,29.9,2693,DF,2511.0,2736.0,91.8,45237.0,14735.0,980.0,1036.0,94.6,1185.0,1245.0,95.2,253.0,324.0,78.1,2.0,1.5,2.2,0.5,12.0,164.0,13.0,0.0,197.0,33.0,0.89,26.0,0.0,0.0,2.0,2.0,3.0,2.0,0.05,2.0,0.0,0.0,0.0,0.0,0.0,4,5.0,31.3,0.39,0.12,0.25,0.8,9.9,0.0,0,0,2.5,2.5,0.18,1.5,1.5,76.0,52.0,37.0,35.0,4.0,33.0,57.9,24.0,37.0,22.0,60.0,131.0,98.0,1.0,0.6842105263157895,3061.0,222.0,1064.0,1822.0,183.0,35.0,3061.0,10.0,8.0,80.0,2.0,20.0,1792.0,8834.0,5130.0,21.0,26.0,1.0,10.0,13.0,2286.0,14.0,4.0,1.0,0.0,38.0,2.0,3.0,0.0,1.0,0.0,260.0,74.0,61.7
Ángel Di María,ARG,30,Paris Saint Germain,25.8,2324,FW,1362.0,1837.0,74.1,20367.0,6071.0,766.0,892.0,85.9,376.0,499.0,75.4,118.0,253.0,46.6,16.0,11.6,11.5,4.4,76.0,121.0,76.0,11.0,197.0,136.0,4.11,94.0,18.0,11.0,9.0,4.0,0.0,31.0,0.94,18.0,6.0,4.0,2.0,1.0,0.0,19,48.0,35.0,3.66,1.28,0.14,0.4,19.6,10.0,0,0,10.3,10.3,0.09,3.7,3.7,35.0,24.0,16.0,12.0,7.0,12.0,22.6,41.0,29.0,27.0,23.0,57.0,10.0,1.0,0.6857142857142857,2215.0,22.0,176.0,939.0,1126.0,156.0,2214.0,99.0,53.0,53.5,45.0,45.5,1389.0,7664.0,4157.0,121.0,97.0,42.0,59.0,55.0,1722.0,325.0,4.0,0.0,0.0,18.0,13.0,207.0,1.0,1.0,0.0,126.0,4.0,44.4
Kylian Mbappé,FRA,19,Paris Saint Germain,26.0,2343,FW,818.0,1052.0,77.8,10221.0,2463.0,505.0,597.0,84.6,177.0,236.0,75.0,39.0,58.0,67.2,15.0,10.3,8.7,4.7,63.0,49.0,58.0,7.0,115.0,152.0,4.5,104.0,1.0,20.0,10.0,17.0,0.0,30.0,0.89,20.0,0.0,3.0,3.0,4.0,0.0,39,87.0,52.1,4.42,2.3,0.22,0.41,14.2,1.0,3,5,33.8,32.2,0.21,3.2,3.8,9.0,4.0,2.0,2.0,5.0,1.0,11.1,8.0,2.0,2.0,6.0,15.0,2.0,0.0,0.4444444444444444,1449.0,0.0,30.0,511.0,929.0,274.0,1447.0,151.0,82.0,54.3,69.0,45.7,976.0,6634.0,3664.0,150.0,86.0,72.0,81.0,52.0,1274.0,395.0,6.0,2.0,0.0,23.0,40.0,34.0,5.0,0.0,0.0,59.0,1.0,6.7
Thiago Silva,BRA,33,Paris Saint Germain,23.1,2077,DF,2290.0,2448.0,93.5,42034.0,16984.0,886.0,923.0,96.0,1103.0,1157.0,95.3,232.0,273.0,85.0,1.0,0.7,1.7,0.3,4.0,153.0,7.0,0.0,167.0,28.0,0.94,25.0,0.0,0.0,1.0,1.0,1.0,4.0,0.13,4.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.43,0.0,0.0,,11.8,0.0,0,0,1.0,1.0,0.08,-1.0,-1.0,23.0,19.0,11.0,11.0,1.0,7.0,50.0,7.0,40.0,14.0,50.0,66.0,146.0,1.0,0.8260869565217391,2724.0,280.0,1035.0,1614.0,86.0,22.0,2724.0,3.0,3.0,100.0,0.0,0.0,1699.0,8623.0,5545.0,21.0,21.0,0.0,7.0,3.0,2062.0,4.0,4.0,0.0,0.0,27.0,2.0,2.0,0.0,2.0,0.0,196.0,61.0,70.1
Presnel Kimpembe,FRA,22,Paris Saint Germain,22.3,2005,DF,1861.0,2011.0,92.5,29857.0,9604.0,910.0,958.0,95.0,785.0,826.0,95.0,105.0,142.0,73.9,1.0,0.7,0.4,0.3,6.0,98.0,2.0,0.0,114.0,21.0,0.71,15.0,2.0,0.0,1.0,1.0,2.0,6.0,0.2,4.0,0.0,0.0,1.0,0.0,1.0,1,2.0,28.6,0.21,0.06,0.14,0.5,17.9,0.0,0,0,1.1,1.1,0.18,-0.1,-0.1,70.0,50.0,34.0,31.0,5.0,28.0,59.6,19.0,19.0,8.0,51.0,112.0,65.0,5.0,0.7142857142857143,2253.0,137.0,777.0,1379.0,113.0,9.0,2253.0,18.0,8.0,44.4,10.0,55.6,1426.0,7572.0,4222.0,28.0,31.0,1.0,18.0,16.0,1651.0,9.0,5.0,1.0,0.0,38.0,2.0,7.0,0.0,1.0,2.0,185.0,30.0,52.6
Marco Verratti,ITA,25,Paris Saint Germain,20.9,1879,MF,2447.0,2693.0,90.9,35535.0,12351.0,1340.0,1413.0,94.8,806.0,866.0,93.1,138.0,194.0,71.1,3.0,3.6,6.3,-0.6,33.0,263.0,46.0,0.0,300.0,108.0,3.92,97.0,4.0,3.0,0.0,2.0,2.0,9.0,0.33,8.0,1.0,0.0,0.0,0.0,0.0,1,2.0,28.6,0.22,0.06,0.14,0.5,20.6,0.0,0,0,0.2,0.2,0.05,-0.2,-0.2,97.0,64.0,33.0,51.0,13.0,45.0,44.6,56.0,36.0,32.0,24.0,120.0,13.0,2.0,0.6597938144329897,2923.0,46.0,427.0,1938.0,586.0,17.0,2923.0,50.0,42.0,84.0,8.0,16.0,1933.0,9394.0,5149.0,68.0,60.0,3.0,27.0,47.0,2416.0,42.0,13.0,0.0,0.0,56.0,0.0,2.0,0.0,0.0,0.0,191.0,6.0,31.6
Julian Draxler,GER,24,Paris Saint Germain,22.7,2046,MF,1610.0,1823.0,88.3,23495.0,5344.0,872.0,941.0,92.7,533.0,576.0,92.5,93.0,132.0,70.5,11.0,5.8,5.7,5.2,47.0,135.0,45.0,2.0,216.0,106.0,4.09,79.0,11.0,8.0,5.0,2.0,1.0,17.0,0.66,15.0,1.0,0.0,0.0,0.0,1.0,5,21.0,52.5,1.28,0.67,0.13,0.24,17.3,1.0,0,0,4.2,4.2,0.13,-1.2,-1.2,45.0,34.0,12.0,20.0,13.0,17.0,35.4,31.0,21.0,20.0,24.0,61.0,3.0,1.0,0.7555555555555555,2033.0,11.0,190.0,1184.0,679.0,68.0,2033.0,65.0,47.0,72.3,18.0,27.7,1300.0,7972.0,4149.0,105.0,91.0,19.0,37.0,44.0,1654.0,185.0,9.0,0.0,0.0,35.0,3.0,52.0,0.0,0.0,0.0,159.0,21.0,58.3
Alphonse Areola,FRA,25,Paris Saint Germain,21.0,1890,GK,527.0,603.0,87.4,12431.0,8720.0,114.0,114.0,100.0,293.0,296.0,99.0,116.0,187.0,62.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.12,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.04,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,1.0,6.0,1.0,1.0,645.0,558.0,643.0,2.0,0.0,0.0,645.0,0.0,0.0,,0.0,,342.0,1810.0,1259.0,0.0,0.0,0.0,0.0,0.0,271.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,2.0,50.0
Juan Bernat,ESP,25,Paris Saint Germain,20.4,1836,DF,1402.0,1592.0,88.1,17802.0,4130.0,890.0,949.0,93.8,365.0,416.0,87.7,41.0,72.0,56.9,2.0,3.3,4.7,-1.3,25.0,61.0,28.0,9.0,94.0,61.0,2.19,55.0,5.0,0.0,0.0,1.0,0.0,6.0,0.22,6.0,0.0,0.0,0.0,0.0,0.0,4,7.0,43.8,0.48,0.21,0.25,0.57,12.7,0.0,0,0,2.4,2.4,0.17,1.6,1.6,59.0,45.0,27.0,26.0,6.0,25.0,46.3,29.0,23.0,17.0,42.0,89.0,65.0,1.0,0.7627118644067796,1884.0,69.0,412.0,914.0,568.0,66.0,1884.0,43.0,23.0,53.5,20.0,46.5,1103.0,5011.0,2767.0,75.0,47.0,22.0,42.0,31.0,1317.0,206.0,11.0,1.0,0.0,56.0,8.0,64.0,0.0,1.0,0.0,124.0,28.0,44.4
Edinson Cavani,URU,31,Paris Saint Germain,18.6,1671,FW,332.0,436.0,76.1,4353.0,570.0,196.0,238.0,82.4,79.0,108.0,73.1,17.0,20.0,85.0,8.0,4.3,2.7,3.7,16.0,8.0,12.0,0.0,18.0,44.0,1.9,25.0,0.0,5.0,7.0,6.0,1.0,14.0,0.6,4.0,0.0,4.0,4.0,2.0,0.0,23,32.0,47.1,2.72,1.28,0.26,0.56,13.8,2.0,4,5,17.0,13.1,0.22,3.0,2.9,11.0,9.0,1.0,4.0,6.0,3.0,20.0,12.0,14.0,12.0,12.0,21.0,20.0,0.0,0.8181818181818182,632.0,26.0,85.0,200.0,354.0,134.0,627.0,24.0,14.0,58.3,10.0,41.7,321.0,1433.0,524.0,20.0,13.0,11.0,42.0,13.0,435.0,132.0,3.0,0.0,0.0,15.0,14.0,7.0,2.0,0.0,0.0,51.0,5.0,26.3
Thilo Kehrer,GER,21,Paris Saint Germain,21.1,1902,DF,1593.0,1732.0,92.0,25351.0,7837.0,755.0,803.0,94.0,670.0,717.0,93.4,95.0,114.0,83.3,2.0,0.8,1.0,1.2,7.0,75.0,9.0,2.0,111.0,23.0,0.87,18.0,1.0,1.0,1.0,1.0,1.0,3.0,0.11,3.0,0.0,0.0,0.0,0.0,0.0,1,5.0,22.7,0.69,0.16,0.05,0.2,12.5,0.0,0,0,2.3,2.3,0.15,-1.3,-1.3,74.0,59.0,33.0,35.0,6.0,35.0,52.2,32.0,39.0,20.0,41.0,110.0,82.0,2.0,0.7972972972972973,2023.0,143.0,689.0,1160.0,180.0,30.0,2023.0,8.0,8.0,100.0,0.0,0.0,1150.0,5531.0,3283.0,40.0,21.0,4.0,13.0,9.0,1418.0,60.0,7.0,0.0,0.0,41.0,0.0,17.0,0.0,3.0,0.0,140.0,65.0,61.3
Dani Alves,BRA,35,Paris Saint Germain,18.0,1622,MF,1461.0,1760.0,83.0,20489.0,6899.0,862.0,924.0,93.3,390.0,477.0,81.8,96.0,162.0,59.3,7.0,6.7,5.9,0.3,36.0,146.0,55.0,13.0,177.0,68.0,3.35,60.0,2.0,0.0,2.0,3.0,1.0,12.0,0.59,11.0,0.0,0.0,0.0,0.0,1.0,3,12.0,31.6,1.6,0.5,0.08,0.25,22.5,5.0,0,0,2.0,2.0,0.06,-1.0,-1.0,46.0,34.0,19.0,24.0,3.0,14.0,33.3,28.0,24.0,18.0,14.0,57.0,12.0,0.0,0.7391304347826086,1951.0,28.0,274.0,1106.0,588.0,41.0,1951.0,33.0,18.0,54.5,15.0,45.5,1172.0,4693.0,2798.0,49.0,51.0,6.0,24.0,28.0,1555.0,149.0,5.0,0.0,0.0,50.0,7.0,87.0,1.0,0.0,1.0,131.0,12.0,32.4
Thomas Meunier,BEL,26,Paris Saint Germain,17.9,1610,DF,981.0,1210.0,81.1,14588.0,4072.0,555.0,617.0,90.0,310.0,385.0,80.5,64.0,120.0,53.3,5.0,4.2,3.5,0.8,23.0,53.0,30.0,9.0,98.0,43.0,1.96,37.0,0.0,1.0,4.0,1.0,0.0,9.0,0.41,7.0,0.0,0.0,1.0,1.0,0.0,5,14.0,51.9,1.07,0.55,0.19,0.36,14.3,0.0,0,0,3.0,3.0,0.12,1.0,1.0,48.0,39.0,29.0,15.0,4.0,22.0,59.5,15.0,15.0,12.0,32.0,71.0,43.0,0.0,0.8125,1409.0,53.0,324.0,605.0,490.0,66.0,1409.0,20.0,9.0,45.0,11.0,55.0,775.0,4542.0,2699.0,75.0,52.0,10.0,16.0,13.0,879.0,183.0,3.0,0.0,0.0,36.0,6.0,75.0,1.0,0.0,1.0,129.0,39.0,66.1
Gianluigi Buffon,ITA,40,Paris Saint Germain,17.0,1530,GK,465.0,538.0,86.4,10303.0,7383.0,114.0,114.0,100.0,264.0,265.0,99.6,81.0,150.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.05,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,6.0,1.0,,590.0,496.0,583.0,8.0,0.0,0.0,590.0,1.0,1.0,100.0,0.0,0.0,246.0,1153.0,837.0,0.0,0.0,0.0,0.0,0.0,221.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,35.0,1.0,50.0
Neymar,BRA,26,Paris Saint Germain,16.0,1439,MF,1093.0,1409.0,77.6,15990.0,6309.0,581.0,673.0,86.3,301.0,370.0,81.4,93.0,174.0,53.4,11.0,9.4,9.0,1.6,62.0,165.0,81.0,2.0,236.0,157.0,7.17,93.0,19.0,22.0,10.0,13.0,0.0,32.0,1.46,19.0,0.0,5.0,3.0,5.0,0.0,23,47.0,50.5,3.71,1.87,0.18,0.36,19.2,17.0,5,5,14.4,10.5,0.14,5.6,4.5,19.0,15.0,5.0,13.0,1.0,4.0,16.0,21.0,10.0,8.0,8.0,26.0,3.0,1.0,0.7894736842105263,1772.0,3.0,92.0,883.0,834.0,147.0,1767.0,178.0,107.0,60.1,70.0,39.3,1277.0,9657.0,5323.0,172.0,122.0,50.0,91.0,87.0,1504.0,174.0,7.0,0.0,0.0,24.0,10.0,94.0,2.0,0.0,0.0,83.0,9.0,52.9
Leandro Paredes,ARG,24,Paris Saint Germain,13.9,1249,MF,1226.0,1366.0,89.8,20813.0,6821.0,609.0,637.0,95.6,453.0,479.0,94.6,122.0,182.0,67.0,2.0,2.7,2.7,-0.7,18.0,111.0,12.0,0.0,114.0,35.0,2.45,24.0,9.0,0.0,0.0,1.0,1.0,3.0,0.21,3.0,0.0,0.0,0.0,0.0,0.0,0,3.0,13.6,1.25,0.17,0.0,0.0,28.8,4.0,0,0,0.6,0.6,0.04,-0.6,-0.6,35.0,25.0,17.0,15.0,3.0,13.0,41.9,18.0,18.0,13.0,20.0,49.0,20.0,2.0,0.7142857142857143,1471.0,44.0,302.0,992.0,187.0,1.0,1471.0,9.0,5.0,55.6,4.0,44.4,823.0,3904.0,2070.0,10.0,9.0,0.0,6.0,8.0,1170.0,6.0,3.0,0.0,0.0,20.0,0.0,50.0,0.0,0.0,0.0,101.0,10.0,52.6
Christopher Nkunku,FRA,20,Paris Saint Germain,12.8,1156,MF,572.0,645.0,88.7,7294.0,1604.0,352.0,375.0,93.9,155.0,173.0,89.6,13.0,21.0,61.9,2.0,3.1,2.5,-1.1,17.0,30.0,17.0,2.0,61.0,37.0,2.88,32.0,0.0,0.0,0.0,3.0,2.0,6.0,0.47,4.0,0.0,0.0,0.0,1.0,1.0,4,7.0,24.1,1.85,0.45,0.14,0.57,20.0,0.0,0,0,2.6,2.6,0.11,0.4,0.4,21.0,17.0,8.0,10.0,3.0,7.0,43.8,9.0,12.0,10.0,9.0,30.0,7.0,1.0,0.8095238095238095,789.0,14.0,92.0,373.0,335.0,40.0,789.0,39.0,23.0,59.0,16.0,41.0,533.0,3122.0,1642.0,52.0,42.0,12.0,29.0,20.0,632.0,130.0,0.0,0.0,0.0,24.0,3.0,17.0,0.0,0.0,0.0,56.0,11.0,42.3
Adrien Rabiot,FRA,23,Paris Saint Germain,11.8,1063,MF,1198.0,1305.0,91.8,19044.0,5007.0,623.0,661.0,94.3,431.0,462.0,93.3,93.0,108.0,86.1,2.0,0.4,1.3,1.6,7.0,106.0,10.0,0.0,138.0,35.0,2.34,28.0,2.0,2.0,2.0,1.0,0.0,11.0,0.73,8.0,1.0,1.0,1.0,0.0,0.0,2,3.0,27.3,0.69,0.19,0.18,0.67,16.5,0.0,0,0,2.1,2.1,0.2,-0.1,-0.1,43.0,24.0,17.0,21.0,5.0,11.0,78.6,3.0,14.0,12.0,14.0,56.0,24.0,0.0,0.5581395348837209,1450.0,38.0,257.0,971.0,242.0,15.0,1450.0,24.0,17.0,70.8,7.0,29.2,1035.0,6310.0,3610.0,51.0,38.0,2.0,19.0,14.0,1140.0,28.0,3.0,0.0,0.0,30.0,0.0,10.0,0.0,0.0,1.0,122.0,34.0,75.6
Layvin Kurzawa,FRA,25,Paris Saint Germain,11.2,1010,DF,476.0,576.0,82.6,5726.0,1702.0,316.0,355.0,89.0,107.0,127.0,84.3,11.0,26.0,42.3,2.0,3.1,1.9,-1.1,12.0,28.0,9.0,3.0,38.0,21.0,1.87,17.0,0.0,0.0,2.0,1.0,1.0,2.0,0.18,2.0,0.0,0.0,0.0,0.0,0.0,1,2.0,33.3,0.47,0.16,0.17,0.5,10.8,0.0,0,0,1.0,1.0,0.18,0.0,0.0,19.0,13.0,6.0,5.0,8.0,6.0,37.5,10.0,10.0,8.0,13.0,29.0,16.0,0.0,0.6842105263157895,679.0,20.0,135.0,298.0,251.0,35.0,679.0,22.0,12.0,54.5,10.0,45.5,307.0,1162.0,639.0,18.0,15.0,8.0,17.0,9.0,421.0,110.0,5.0,0.0,0.0,32.0,5.0,27.0,0.0,0.0,0.0,61.0,27.0,67.5
Moussa Diaby,FRA,19,Paris Saint Germain,12.7,1141,MF,452.0,569.0,79.4,5459.0,1129.0,294.0,331.0,88.8,113.0,147.0,76.9,8.0,17.0,47.1,7.0,3.9,3.3,3.1,20.0,13.0,20.0,3.0,37.0,34.0,2.67,27.0,1.0,6.0,0.0,0.0,0.0,10.0,0.78,8.0,0.0,2.0,0.0,0.0,0.0,4,8.0,28.6,1.75,0.5,0.11,0.38,17.7,0.0,0,0,2.2,2.2,0.1,-0.2,-0.2,15.0,9.0,7.0,3.0,5.0,2.0,18.2,9.0,7.0,6.0,14.0,27.0,6.0,0.0,0.6,702.0,10.0,75.0,264.0,370.0,68.0,702.0,36.0,20.0,55.6,16.0,44.4,496.0,3111.0,1608.0,61.0,32.0,27.0,35.0,25.0,562.0,152.0,1.0,0.0,0.0,17.0,4.0,36.0,0.0,0.0,0.0,69.0,2.0,18.2
Colin Dagba,FRA,19,Paris Saint Germain,10.2,918,DF,605.0,660.0,91.7,7417.0,1782.0,400.0,426.0,93.9,153.0,168.0,91.1,10.0,13.0,76.9,2.0,1.9,2.4,0.1,14.0,19.0,5.0,4.0,25.0,21.0,2.04,18.0,2.0,0.0,0.0,0.0,1.0,3.0,0.29,3.0,0.0,0.0,0.0,0.0,0.0,0,2.0,40.0,0.39,0.16,0.0,0.0,23.8,0.0,0,0,0.1,0.1,0.03,-0.1,-0.1,25.0,16.0,11.0,12.0,2.0,13.0,68.4,6.0,10.0,10.0,10.0,34.0,10.0,1.0,0.64,738.0,25.0,174.0,357.0,209.0,28.0,738.0,16.0,10.0,62.5,6.0,37.5,432.0,1874.0,980.0,23.0,20.0,5.0,8.0,10.0,538.0,80.0,2.0,0.0,0.0,19.0,1.0,18.0,0.0,0.0,0.0,48.0,2.0,15.4
Eric Maxim Choupo-Moting,CMR,29,Paris Saint Germain,8.9,802,FW,199.0,253.0,78.7,2352.0,419.0,125.0,143.0,87.4,43.0,59.0,72.9,5.0,8.0,62.5,2.0,0.6,0.8,1.4,6.0,9.0,6.0,1.0,20.0,32.0,3.37,24.0,1.0,4.0,2.0,0.0,1.0,3.0,0.32,3.0,0.0,0.0,0.0,0.0,0.0,3,12.0,32.4,2.8,0.91,0.08,0.25,13.9,0.0,0,0,4.3,4.3,0.16,-1.3,-1.3,10.0,10.0,4.0,2.0,4.0,2.0,22.2,7.0,7.0,7.0,3.0,13.0,4.0,0.0,1.0,356.0,7.0,31.0,126.0,209.0,62.0,356.0,30.0,20.0,66.7,10.0,33.3,193.0,1171.0,643.0,26.0,8.0,16.0,23.0,21.0,259.0,90.0,0.0,0.0,0.0,20.0,16.0,9.0,0.0,0.0,0.0,34.0,15.0,42.9
Stanley N'Soki,FRA,19,Paris Saint Germain,7.8,698,DF,440.0,514.0,85.6,6197.0,2050.0,260.0,292.0,89.0,136.0,159.0,85.5,20.0,27.0,74.1,2.0,0.1,0.2,1.9,3.0,34.0,5.0,0.0,32.0,6.0,0.77,5.0,0.0,0.0,0.0,0.0,1.0,1.0,0.13,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.1,0.0,0.0,,,0.0,0,0,0.0,0.0,,0.0,0.0,20.0,20.0,8.0,10.0,2.0,6.0,46.2,7.0,10.0,9.0,21.0,38.0,20.0,1.0,1.0,599.0,26.0,176.0,340.0,87.0,3.0,599.0,18.0,13.0,72.2,5.0,27.8,337.0,1470.0,876.0,19.0,10.0,0.0,5.0,5.0,390.0,43.0,3.0,0.0,0.0,11.0,1.0,7.0,0.0,0.0,0.0,44.0,16.0,72.7
Mike Maignan,FRA,23,Lille,38.0,3420,GK,716.0,1116.0,64.2,21901.0,17507.0,92.0,93.0,98.9,340.0,344.0,98.8,281.0,673.0,41.8,0.0,0.0,0.0,0.0,1.0,10.0,1.0,0.0,0.0,4.0,0.11,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,12.0,1.0,,1202.0,1030.0,1196.0,7.0,0.0,0.0,1202.0,1.0,1.0,100.0,0.0,0.0,524.0,3256.0,2283.0,0.0,0.0,0.0,1.0,0.0,413.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,9.0,100.0
