Player,Club,Nation,Pos,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG
Adrian Mariappa,Watford,JAM,DF,31.0,27.3,0,8.0,1.0,12.5,0.29,0.04,0.0,0.0,9.9,0.0,0,0,0.7,0.7,0.1,-0.7,-0.7
Gerard Deulofeu,Watford,ESP,"FW,MF",24.0,25.2,12,67.0,28.0,41.8,2.66,1.11,0.18,0.43,16.9,6.0,0,0,8.0,8.0,0.13,2.0,2.0
Daryl Janmaat,Watford,NED,DF,29.0,20.0,0,12.0,1.0,8.3,0.6,0.05,0.0,0.0,21.2,0.0,0,0,0.5,0.5,0.04,-0.5,-0.5
Christian Kabasele,Watford,BEL,DF,27.0,18.7,0,9.0,2.0,22.2,0.48,0.11,0.0,0.0,9.0,0.0,0,0,1.5,1.5,0.19,-1.5,-1.5
Andre Gray,Watford,JAM,FW,27.0,18.5,9,42.0,18.0,42.9,2.27,0.97,0.21,0.5,14.8,0.0,0,0,5.0,5.0,0.15,2.0,2.0
Adam Masina,Watford,MAR,DF,24.0,16.2,0,4.0,1.0,25.0,0.25,0.06,0.0,0.0,28.4,0.0,0,0,0.1,0.1,0.02,-0.1,-0.1
Isaac Success,Watford,NGA,"FW,MF",22.0,16.1,4,40.0,16.0,40.0,2.49,1.0,0.1,0.25,17.0,0.0,0,0,3.5,3.5,0.12,-2.5,-2.5
Ken Sema,Watford,SWE,"MF,FW",24.0,11.1,1,14.0,3.0,21.4,1.26,0.27,0.07,0.33,17.3,0.0,0,0,0.8,0.8,0.07,0.2,0.2
Heurelho Gomes,Watford,BRA,GK,37.0,8.7,0,0.0,0.0,,0.0,0.0,,,,,0,0,,,,,
Domingos Quina,Watford,POR,MF,18.0,8.1,2,9.0,3.0,33.3,1.12,0.37,0.22,0.67,25.7,0.0,0,0,0.2,0.2,0.03,0.8,0.8
Tom Cleverley,Watford,ENG,MF,28.0,7.5,1,10.0,2.0,20.0,1.34,0.27,0.1,0.5,22.4,1.0,0,0,0.2,0.2,0.06,0.8,0.8
Nathaniel Chalobah,Watford,ENG,MF,23.0,7.2,0,7.0,1.0,14.3,0.98,0.14,0.0,0.0,23.4,0.0,0,0,0.1,0.1,0.04,-0.1,-0.1
Miguel Britos,Watford,URU,DF,33.0,5.1,0,1.0,0.0,0.0,0.2,0.0,0.0,,,0.0,0,0,0.0,0.0,,0.0,0.0
Ben Wilmot,Watford,ENG,"MF,DF",18.0,4.6,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0
Marc Navarro,Watford,ESP,DF,23.0,2.9,0,8.0,5.0,62.5,2.76,1.72,0.0,0.0,,0.0,0,0,0.0,0.0,,0.0,0.0
Sebastian Prödl,Watford,AUT,DF,31.0,1.1,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0
Luka Milivojević,Crystal Palace,SRB,MF,27.0,40.4,12,51.0,14.0,27.5,1.26,0.35,0.04,0.14,30.0,16.0,10,11,10.9,2.2,0.05,1.1,-0.2
Andros Townsend,Crystal Palace,ENG,"FW,MF",27.0,39.5,9,81.0,28.0,34.6,2.05,0.71,0.1,0.29,22.1,0.0,1,1,4.6,4.6,0.07,1.4,1.4
Aaron Wan-Bissaka,Crystal Palace,ENG,DF,20.0,38.6,0,10.0,0.0,0.0,0.26,0.0,0.0,,17.9,0.0,0,0,0.5,0.5,0.05,-0.5,-0.5
Patrick van Aanholt,Crystal Palace,NED,DF,27.0,38.4,4,52.0,14.0,26.9,1.36,0.36,0.08,0.29,20.7,0.0,0,0,2.6,2.6,0.06,0.4,0.4
Wilfried Zaha,Crystal Palace,CIV,FW,25.0,35.7,10,80.0,29.0,36.3,2.24,0.81,0.13,0.34,16.7,0.0,0,0,5.7,5.7,0.08,4.3,4.3
James McArthur,Crystal Palace,SCO,MF,30.0,35.0,3,34.0,8.0,23.5,0.97,0.23,0.09,0.38,15.0,0.0,0,0,4.1,4.1,0.12,-1.1,-1.1
James Tomkins,Crystal Palace,ENG,DF,29.0,29.4,1,24.0,7.0,29.2,0.82,0.24,0.04,0.14,12.9,0.0,0,0,1.4,1.4,0.07,-0.4,-0.4
Mamadou Sakho,Crystal Palace,FRA,DF,28.0,26.8,0,4.0,0.0,0.0,0.15,0.0,0.0,,7.6,0.0,0,0,0.4,0.4,0.11,-0.4,-0.4
Cheikhou Kouyaté,Crystal Palace,SEN,MF,28.0,26.1,0,23.0,8.0,34.8,0.88,0.31,0.0,0.0,21.2,0.0,0,0,1.1,1.1,0.06,-1.1,-1.1
Jeffrey Schlupp,Crystal Palace,GHA,"MF,FW",25.0,25.2,5,37.0,14.0,37.8,1.47,0.55,0.14,0.36,14.8,0.0,0,0,3.2,3.2,0.12,0.8,0.8
Vicente Guaita,Crystal Palace,ESP,GK,31.0,23.5,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0
Max Meyer,Crystal Palace,GER,MF,22.0,22.6,2,55.0,15.0,27.3,2.43,0.66,0.04,0.13,19.1,0.0,0,0,1.8,1.8,0.05,-0.8,-0.8
Wayne Hennessey,Crystal Palace,WAL,GK,31.0,19.5,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0
Martin Kelly,Crystal Palace,ENG,DF,28.0,19.0,0,8.0,4.0,50.0,0.42,0.21,0.0,0.0,8.7,0.0,0,0,0.4,0.4,0.14,-0.4,-0.4
Jordan Ayew,Crystal Palace,GHA,FW,26.0,14.8,2,31.0,6.0,19.4,2.09,0.4,0.06,0.33,14.6,0.0,0,0,2.9,2.9,0.11,-1.9,-1.9
Joel Ward,Crystal Palace,ENG,DF,28.0,10.5,1,2.0,1.0,50.0,0.19,0.1,0.5,1.0,7.0,0.0,0,0,0.6,0.6,0.28,0.4,0.4
Scott Dann,Crystal Palace,ENG,DF,31.0,10.4,0,10.0,1.0,10.0,0.96,0.1,0.0,0.0,12.6,0.0,0,0,0.2,0.2,0.04,-0.2,-0.2
Michy Batshuayi,Crystal Palace,BEL,FW,24.0,10.2,6,32.0,12.0,37.5,3.15,1.18,0.19,0.5,16.7,0.0,0,0,4.0,4.0,0.15,1.0,1.0
Christian Benteke,Crystal Palace,BEL,FW,27.0,9.5,1,26.0,8.0,30.8,2.73,0.84,0.04,0.13,11.9,0.0,0,0,3.4,3.4,0.13,-2.4,-2.4
Alexander Sørloth,Crystal Palace,NOR,FW,22.0,5.7,1,19.0,7.0,36.8,3.32,1.22,0.05,0.14,11.9,0.0,0,0,0.5,0.5,0.12,-0.5,-0.5
Jason Puncheon,Crystal Palace,ENG,MF,32.0,3.1,0,2.0,0.0,0.0,0.65,0.0,0.0,,,0.0,0,0,0.0,0.0,,0.0,0.0
Jaïro Riedewald,Crystal Palace,NED,"DF,MF",21.0,3.0,0,0.0,0.0,,0.0,0.0,,,,,0,0,,,,,
Julián Speroni,Crystal Palace,ARG,GK,39.0,2.0,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0
Connor Wickham,Crystal Palace,ENG,"FW,MF",25.0,1.8,1,7.0,2.0,28.6,3.8,1.08,0.14,0.5,12.3,0.0,0,0,0.4,0.4,0.07,-0.4,-0.4
Pape Souaré,Crystal Palace,SEN,DF,28.0,1.4,0,1.0,0.0,0.0,0.72,0.0,0.0,,,0.0,0,0,0.0,0.0,,0.0,0.0
Ryan Inniss,Crystal Palace,ENG,MF,23.0,1.0,0,3.0,0.0,0.0,3.0,0.0,0.0,,,,0,0,,,,,
Jonny Williams,Crystal Palace,WAL,MF,24.0,0.8,0,0.0,0.0,,0.0,0.0,,,,,0,0,,,,,
Bakary Sako,Crystal Palace,MLI,FW,30.0,0.3,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0
Sullay Kaikai,Crystal Palace,SLE,"FW,MF",22.0,0.2,0,3.0,1.0,33.3,12.27,4.09,0.0,0.0,,,0,0,,,,,
Martin Dúbravka,Newcastle United,SVK,GK,29.0,38.0,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0
Matt Ritchie,Newcastle United,SCO,"DF,MF",28.0,35.5,3,46.0,12.0,26.1,1.29,0.34,0.02,0.08,19.2,0.0,2,3,5.1,3.6,0.09,-3.1,-2.6
Ayoze Pérez,Newcastle United,ESP,"MF,FW",25.0,33.3,13,58.0,28.0,48.3,1.74,0.84,0.22,0.46,13.9,0.0,0,0,7.5,7.5,0.14,4.5,4.5
Jamaal Lascelles,Newcastle United,ENG,DF,24.0,31.6,0,11.0,1.0,9.1,0.35,0.03,0.0,0.0,11.2,0.0,0,0,0.6,0.6,0.06,-0.6,-0.6
Salomón Rondón,Newcastle United,VEN,FW,28.0,29.0,12,90.0,28.0,31.1,3.1,0.96,0.13,0.43,15.8,9.0,0,0,10.4,10.4,0.12,0.6,0.6
DeAndre Yedlin,Newcastle United,USA,DF,25.0,27.5,1,11.0,2.0,18.2,0.4,0.07,0.09,0.5,24.7,0.0,0,0,1.2,1.2,0.11,-0.2,-0.2
Fabian Schär,Newcastle United,SUI,DF,26.0,25.7,4,32.0,10.0,31.3,1.25,0.39,0.13,0.4,18.7,1.0,0,0,1.9,1.9,0.07,2.1,2.1
Mohamed Diamé,Newcastle United,SEN,MF,31.0,24.1,0,20.0,3.0,15.0,0.83,0.12,0.0,0.0,23.5,0.0,0,0,1.0,1.0,0.05,-1.0,-1.0
Isaac Hayden,Newcastle United,ENG,MF,23.0,23.0,1,23.0,5.0,21.7,1.0,0.22,0.04,0.2,22.2,0.0,0,0,0.9,0.9,0.04,0.1,0.1
Paul Dummett,Newcastle United,WAL,DF,26.0,22.1,0,9.0,1.0,11.1,0.41,0.05,0.0,0.0,22.1,0.0,0,0,0.3,0.3,0.03,-0.3,-0.3
Federico Fernández,Newcastle United,ARG,DF,29.0,19.5,0,5.0,1.0,20.0,0.26,0.05,0.0,0.0,14.4,0.0,0,0,0.2,0.2,0.04,-0.2,-0.2
Christian Atsu,Newcastle United,GHA,MF,26.0,18.1,1,30.0,15.0,50.0,1.66,0.83,0.03,0.07,19.6,0.0,0,0,2.1,2.1,0.08,-1.1,-1.1
Kenedy,Newcastle United,BRA,"MF,DF",22.0,18.0,1,31.0,6.0,19.4,1.72,0.33,0.03,0.17,22.8,1.0,0,1,2.2,1.4,0.05,-1.2,-0.4
Javier Manquillo,Newcastle United,ESP,DF,24.0,15.6,0,3.0,2.0,66.7,0.19,0.13,0.0,0.0,19.0,0.0,0,0,0.1,0.1,0.03,-0.1,-0.1
Ki Sung-yueng,Newcastle United,KOR,MF,29.0,15.5,0,12.0,2.0,16.7,0.78,0.13,0.0,0.0,28.6,1.0,0,0,0.3,0.3,0.03,-0.3,-0.3
Florian Lejeune,Newcastle United,FRA,DF,27.0,12.7,0,11.0,2.0,18.2,0.87,0.16,0.0,0.0,15.9,0.0,0,0,0.4,0.4,0.06,-0.4,-0.4
Ciaran Clark,Newcastle United,IRL,DF,28.0,12.0,3,7.0,3.0,42.9,0.58,0.25,0.43,1.0,11.5,0.0,0,0,0.5,0.5,0.07,2.5,2.5
Sean Longstaff,Newcastle United,ENG,MF,20.0,11.8,2,11.0,3.0,27.3,0.93,0.25,0.18,0.67,23.6,0.0,0,0,0.7,0.7,0.09,0.3,0.3
Jonjo Shelvey,Newcastle United,ENG,MF,26.0,10.9,1,25.0,10.0,40.0,2.29,0.92,0.04,0.1,28.9,4.0,0,0,0.9,0.9,0.04,0.1,0.1
Joselu,Newcastle United,ESP,FW,28.0,10.9,3,28.0,9.0,32.1,2.58,0.83,0.11,0.33,13.8,0.0,0,0,1.6,1.6,0.09,0.4,0.4
Miguel Almirón,Newcastle United,PAR,MF,24.0,8.4,0,19.0,8.0,42.1,2.25,0.95,0.0,0.0,20.1,0.0,0,0,1.5,1.5,0.08,-1.5,-1.5
Yoshinori Mutō,Newcastle United,JPN,"FW,MF",26.0,6.7,1,7.0,3.0,42.9,1.05,0.45,0.14,0.33,10.8,0.0,0,0,0.9,0.9,0.15,0.1,0.1
Jacob Murphy,Newcastle United,ENG,"MF,DF",23.0,6.5,0,7.0,2.0,28.6,1.08,0.31,0.0,0.0,30.7,0.0,0,0,0.1,0.1,0.03,-0.1,-0.1
Jamie Sterry,Newcastle United,ENG,"DF,MF",22.0,3.3,0,1.0,0.0,0.0,0.3,0.0,0.0,,,,0,0,,,,,
Freddie Woodman,Newcastle United,ENG,GK,21.0,3.3,0,0.0,0.0,,0.0,0.0,,,,,0,0,,,,,
Cal Roberts,Newcastle United,ENG,"FW,MF",21.0,1.0,1,2.0,1.0,50.0,1.94,0.97,0.5,1.0,,,0,0,,,,,
Nathan Aké,Bournemouth,NED,DF,23.0,38.9,4,25.0,8.0,32.0,0.64,0.21,0.16,0.5,9.4,0.0,0,0,3.4,3.4,0.13,0.6,0.6
Ryan Fraser,Bournemouth,SCO,"MF,FW",24.0,37.5,8,58.0,27.0,46.6,1.55,0.72,0.14,0.3,19.9,4.0,0,0,4.7,4.7,0.09,2.3,2.3
Steve Cook,Bournemouth,ENG,DF,27.0,34.2,2,26.0,12.0,46.2,0.76,0.35,0.08,0.17,16.5,0.0,0,0,1.3,1.3,0.06,-0.3,-0.3
Joshua King,Bournemouth,NOR,"FW,MF",26.0,33.6,12,67.0,18.0,26.9,1.99,0.54,0.1,0.39,16.3,0.0,5,6,13.5,8.7,0.13,-1.5,-1.7
Jefferson Lerma,Bournemouth,COL,MF,23.0,29.8,2,34.0,9.0,26.5,1.14,0.3,0.06,0.22,25.8,0.0,0,0,1.3,1.3,0.04,0.7,0.7
Callum Wilson,Bournemouth,ENG,FW,26.0,29.5,15,67.0,28.0,41.8,2.27,0.95,0.21,0.5,11.8,0.0,1,2,13.4,11.9,0.19,0.6,1.1
David Brooks,Bournemouth,WAL,"MF,FW",21.0,26.6,7,46.0,22.0,47.8,1.73,0.83,0.15,0.32,16.0,0.0,0,0,6.0,6.0,0.15,1.0,1.0
Asmir Begović,Bournemouth,BIH,GK,31.0,24.0,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0
Adam Smith,Bournemouth,ENG,"DF,MF",27.0,24.0,1,7.0,1.0,14.3,0.29,0.04,0.14,1.0,21.6,0.0,0,0,0.5,0.5,0.07,0.5,0.5
Dan Gosling,Bournemouth,ENG,MF,28.0,20.3,2,21.0,7.0,33.3,1.03,0.34,0.1,0.29,18.5,0.0,0,0,1.9,1.9,0.09,0.1,0.1
Charlie Daniels,Bournemouth,ENG,DF,31.0,19.8,1,12.0,3.0,25.0,0.61,0.15,0.08,0.33,20.0,0.0,0,0,0.4,0.4,0.04,0.6,0.6
Andrew Surman,Bournemouth,ENG,MF,31.0,18.0,0,9.0,1.0,11.1,0.5,0.06,0.0,0.0,24.9,0.0,0,0,0.3,0.3,0.03,-0.3,-0.3
Artur Boruc,Bournemouth,POL,GK,38.0,17.0,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0
Simon Francis,Bournemouth,ENG,DF,33.0,16.6,0,4.0,1.0,25.0,0.24,0.06,0.0,0.0,27.2,1.0,0,0,0.1,0.1,0.05,-0.1,-0.1
Junior Stanislas,Bournemouth,ENG,"MF,FW",28.0,14.1,4,40.0,13.0,32.5,2.83,0.92,0.08,0.23,21.0,10.0,1,1,3.1,2.3,0.07,-1.1,-1.3
Nathaniel Clyne,Bournemouth,ENG,DF,27.0,13.7,0,2.0,0.0,0.0,0.15,0.0,0.0,,11.5,0.0,0,0,0.1,0.1,0.07,-0.1,-0.1
Jordon Ibe,Bournemouth,ENG,"MF,DF",22.0,13.3,3,22.0,8.0,36.4,1.66,0.6,0.09,0.25,16.9,0.0,1,1,0.8,0.8,0.09,0.2,0.2
Diego Rico,Bournemouth,ESP,"DF,MF",25.0,10.7,0,11.0,1.0,9.1,1.03,0.09,0.0,0.0,28.2,1.0,0,0,0.2,0.2,0.03,-0.2,-0.2
Lewis Cook,Bournemouth,ENG,MF,21.0,10.0,0,6.0,0.0,0.0,0.6,0.0,0.0,,25.3,0.0,0,0,0.1,0.1,0.03,-0.1,-0.1
Chris Mepham,Bournemouth,WAL,DF,20.0,9.4,0,2.0,0.0,0.0,0.21,0.0,0.0,,8.9,0.0,0,0,0.1,0.1,0.06,-0.1,-0.1
Jack Simpson,Bournemouth,ENG,DF,21.0,8.5,0,3.0,1.0,33.3,0.35,0.12,0.0,0.0,9.1,0.0,0,0,0.1,0.1,0.06,-0.1,-0.1
Lys Mousset,Bournemouth,FRA,FW,22.0,7.4,2,18.0,10.0,55.6,2.43,1.35,0.11,0.2,14.8,0.0,0,0,1.4,1.4,0.11,-0.4,-0.4
Dominic Solanke,Bournemouth,ENG,"FW,MF",20.0,3.9,0,11.0,3.0,27.3,2.85,0.78,0.0,0.0,13.9,0.0,0,0,1.0,1.0,0.09,-1.0,-1.0
Tyrone Mings,Bournemouth,ENG,DF,25.0,3.6,0,2.0,1.0,50.0,0.56,0.28,0.0,0.0,,0.0,0,0,0.0,0.0,,0.0,0.0
Jermain Defoe,Bournemouth,ENG,FW,35.0,2.8,0,11.0,5.0,45.5,3.87,1.76,0.0,0.0,8.8,0.0,0,0,0.1,0.1,0.12,-0.1,-0.1
Marc Pugh,Bournemouth,ENG,"FW,MF",31.0,2.2,1,5.0,1.0,20.0,2.23,0.45,0.2,1.0,,,0,0,,,,,
Mark Travers,Bournemouth,IRL,GK,19.0,2.0,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0
Kyle Taylor,Bournemouth,ENG,MF,18.0,0.5,0,0.0,0.0,,0.0,0.0,,,,,0,0,,,,,
Ben Mee,Burnley,ENG,DF,28.0,39.0,0,22.0,5.0,22.7,0.56,0.13,0.0,0.0,9.8,0.0,0,0,1.6,1.6,0.08,-1.6,-1.6
Charlie Taylor,Burnley,ENG,DF,24.0,38.0,0,6.0,0.0,0.0,0.16,0.0,0.0,,28.0,0.0,0,0,0.2,0.2,0.03,-0.2,-0.2
Jack Cork,Burnley,ENG,MF,29.0,37.4,1,17.0,2.0,11.8,0.45,0.05,0.06,0.5,16.6,0.0,0,0,1.4,1.4,0.08,-0.4,-0.4
James Tarkowski,Burnley,ENG,DF,25.0,36.3,3,23.0,9.0,39.1,0.63,0.25,0.13,0.33,7.2,0.0,0,0,3.3,3.3,0.16,-0.3,-0.3
Ashley Westwood,Burnley,ENG,MF,28.0,32.5,2,23.0,7.0,30.4,0.71,0.22,0.09,0.29,22.2,1.0,0,0,1.9,1.9,0.09,0.1,0.1
Chris Wood,Burnley,NZL,FW,26.0,30.2,11,64.0,25.0,39.1,2.12,0.83,0.16,0.4,12.4,0.0,1,1,8.8,8.8,0.15,1.2,1.2
Ashley Barnes,Burnley,ENG,FW,28.0,26.8,12,64.0,28.0,43.8,2.39,1.05,0.16,0.36,14.7,0.0,2,2,13.8,12.2,0.19,-1.8,-2.2
Jeff Hendrick,Burnley,IRL,"MF,FW",26.0,25.1,3,19.0,6.0,31.6,0.76,0.24,0.16,0.5,16.8,1.0,0,0,1.8,1.8,0.1,1.2,1.2
Jóhann Berg Guðmundsson,Burnley,ISL,MF,27.0,20.8,3,36.0,10.0,27.8,1.73,0.48,0.08,0.3,20.0,7.0,0,0,2.8,2.8,0.09,0.2,0.2
Dwight McNeil,Burnley,ENG,MF,18.0,20.7,3,32.0,7.0,21.9,1.55,0.34,0.09,0.43,20.9,3.0,0,0,2.0,2.0,0.07,1.0,1.0
Matthew Lowton,Burnley,ENG,DF,29.0,20.4,0,4.0,0.0,0.0,0.2,0.0,0.0,,23.5,0.0,0,0,0.6,0.6,0.16,-0.6,-0.6
Tom Heaton,Burnley,ENG,GK,32.0,20.0,0,1.0,0.0,0.0,0.05,0.0,0.0,,11.8,0.0,0,0,0.0,0.0,0.05,0.0,0.0
Joe Hart,Burnley,ENG,GK,31.0,19.0,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0
Phil Bardsley,Burnley,SCO,DF,33.0,18.6,0,12.0,1.0,8.3,0.65,0.05,0.0,0.0,26.4,0.0,0,0,0.3,0.3,0.03,-0.3,-0.3
Aaron Lennon,Burnley,ENG,MF,31.0,13.5,1,4.0,2.0,50.0,0.3,0.15,0.25,0.5,13.4,0.0,0,0,0.8,0.8,0.2,0.2,0.2
Sam Vokes,Burnley,WAL,FW,28.0,11.1,3,24.0,7.0,29.2,2.16,0.63,0.13,0.43,11.8,0.0,0,0,2.4,2.4,0.11,0.6,0.6
Kevin Long,Burnley,IRL,DF,27.0,8.7,1,4.0,2.0,50.0,0.46,0.23,0.25,0.5,10.1,0.0,0,0,0.1,0.1,0.06,-0.1,-0.1
Robbie Brady,Burnley,IRL,MF,26.0,8.5,0,13.0,2.0,15.4,1.53,0.24,0.0,0.0,22.2,2.0,0,0,0.6,0.6,0.05,-0.6,-0.6
Steven Defour,Burnley,BEL,MF,30.0,7.5,0,1.0,0.0,0.0,0.13,0.0,0.0,,,0.0,0,0,0.0,0.0,,0.0,0.0
Matěj Vydra,Burnley,CZE,FW,26.0,6.0,1,10.0,3.0,30.0,1.67,0.5,0.1,0.33,10.5,0.0,0,0,1.8,1.8,0.31,-0.8,-0.8
Stephen Ward,Burnley,IRL,DF,32.0,5.2,0,1.0,1.0,100.0,0.19,0.19,0.0,0.0,14.7,0.0,0,0,0.1,0.1,0.06,-0.1,-0.1
Ben Gibson,Burnley,ENG,DF,25.0,2.7,1,1.0,1.0,100.0,0.37,0.37,1.0,1.0,2.3,0.0,0,0,0.7,0.7,0.73,0.3,0.3
Nathan Redmond,Southampton,ENG,"MF,FW",24.0,40.9,9,85.0,29.0,34.1,2.08,0.71,0.11,0.31,19.9,3.0,0,0,7.6,7.6,0.11,-1.6,-1.6
Pierre Højbjerg,Southampton,DEN,MF,22.0,33.3,4,56.0,20.0,35.7,1.68,0.6,0.07,0.2,24.2,2.0,0,0,2.6,2.6,0.05,1.4,1.4
Jan Bednarek,Southampton,POL,DF,22.0,26.2,0,5.0,1.0,20.0,0.19,0.04,0.0,0.0,7.5,0.0,0,0,0.8,0.8,0.16,-0.8,-0.8
Jannik Vestergaard,Southampton,DEN,DF,25.0,26.2,0,14.0,1.0,7.1,0.53,0.04,0.0,0.0,15.8,2.0,0,0,0.7,0.7,0.05,-0.7,-0.7
Oriol Romeu,Southampton,ESP,MF,26.0,25.8,1,10.0,4.0,40.0,0.39,0.15,0.1,0.25,21.7,0.0,0,0,0.9,0.9,0.1,0.1,0.1
Alex McCarthy,Southampton,ENG,GK,28.0,25.0,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0
James Ward-Prowse,Southampton,ENG,"MF,DF",23.0,24.9,7,34.0,16.0,47.1,1.36,0.64,0.18,0.38,20.9,7.0,1,1,3.4,2.7,0.09,3.6,3.3
Jack Stephens,Southampton,ENG,DF,24.0,24.9,1,9.0,5.0,55.6,0.36,0.2,0.11,0.2,9.9,0.0,0,0,1.0,1.0,0.14,0.0,0.0
Ryan Bertrand,Southampton,ENG,DF,28.0,24.0,1,16.0,2.0,12.5,0.67,0.08,0.06,0.5,22.1,3.0,0,0,1.2,1.2,0.08,-0.2,-0.2
